Date,AirPort,Max TemperatureC,MeanDew PointC,Max Humidity,Max Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Precipitationmm,CloudCover,WindDirDegrees,Rain,Thunderstorm,Fog,Snow,Hail,Tornado,latitude_deg,longitude_deg,elevation_ft,2018,2017,2016,2015,2017GDPPerCapita,Weekday,Weekend,Weekend_approx,Busiest_top5,National_holidays,State_holidays,OtherAirports,M,N,S,W,arrival_avg_WeeksToDeparture,arrival_avg_stdwtd,arrival_avg_output,departure_avg_WeeksToDeparture,departure_avg_stdwtd,departure_avg_output,DistanceToClosestHoliday,Fog_importance,Tornado_Magnitude
2011-10-09,LGA,29,11,67,1030,16,16,16,14,6,0.0,0,303,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,6,1,1,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,1,0,0
2011-10-10,LGA,28,12,73,1025,16,16,16,21,7,0.0,5,315,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,0,0,0,0,1,1,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,0,0,0
2011-10-11,LGA,23,10,78,1023,16,16,16,24,15,0.0,6,64,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,1,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,1,0,0
2011-10-12,LGA,17,11,84,1022,16,16,16,37,24,0.76,8,66,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,2,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,2,0,0
2011-10-13,LGA,19,15,97,1013,16,9,2,34,17,3.81,8,59,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,3,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,3,0,0
2011-10-14,LGA,22,17,100,1004,16,11,2,39,20,14.73,7,170,1,1,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,4,0,1,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,4,0,0
2011-10-15,LGA,19,3,61,1008,16,16,16,47,26,0.0,3,244,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,5,1,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,5,0,0
2011-10-16,LGA,20,2,48,1013,16,16,16,39,25,0.1,4,234,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,6,1,1,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,6,0,0
2011-10-17,LGA,19,3,72,1009,16,16,16,35,22,0.1,3,253,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,0,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,7,0,0
2011-10-18,LGA,21,3,69,1012,16,16,16,19,10,0.25,6,195,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,1,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,8,0,0
2011-10-19,LGA,18,14,97,1011,16,8,2,50,29,27.69,8,60,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,2,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,9,0,0
2011-10-20,LGA,20,12,100,1006,16,12,3,42,26,0.1,6,190,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,3,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,10,0,0
2011-10-21,LGA,14,3,64,1016,16,16,16,37,21,0.0,4,251,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,4,0,1,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,11,0,0
2011-10-22,LGA,16,4,71,1020,16,16,16,26,15,0.0,2,281,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,5,1,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,12,0,0
2011-10-23,LGA,16,3,66,1021,16,16,16,23,7,0.0,6,259,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,6,1,1,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,13,0,0
2011-10-24,LGA,16,7,77,1020,16,16,13,24,13,0.1,6,197,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,0,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,14,0,0
2011-10-25,LGA,17,3,72,1018,16,16,16,42,19,0.0,1,307,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,1,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,15,0,0
2011-10-26,LGA,17,6,66,1017,16,16,16,24,10,0.0,6,188,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,2,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,16,0,0
2011-10-27,LGA,16,8,93,1014,16,9,3,42,19,14.73,8,16,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,3,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,15,0,0
2011-10-28,LGA,10,-3,79,1025,16,16,16,26,14,0.0,6,1,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,4,0,1,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,14,0,0
2011-10-29,LGA,8,1,96,1024,16,7,0,47,26,44.96,8,27,1,0,1,1,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,5,1,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,13,7,0
2011-10-30,LGA,9,-2,89,1027,16,15,8,37,22,0.25,3,311,0,0,0,1,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,6,1,1,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,12,0,0
2011-10-31,LGA,12,1,76,1029,16,16,16,23,9,0.0,5,147,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,0,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,11,0,0
2011-11-01,LGA,13,2,76,1028,16,16,16,29,15,0.0,4,44,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,1,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,10,0,0
2011-11-02,LGA,15,2,66,1030,16,16,16,19,8,0.0,1,23,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,2,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,9,0,0
2011-11-03,LGA,16,5,76,1024,16,16,16,24,13,0.0,4,213,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,3,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,8,0,0
2011-11-04,LGA,12,0,74,1025,16,16,16,39,21,0.0,5,1,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,4,0,1,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,7,0,0
2011-11-05,LGA,10,-5,59,1032,16,16,16,26,10,0.0,0,48,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,5,1,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,6,0,0
2011-11-06,LGA,13,1,66,1034,16,16,16,26,9,0.0,1,217,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,6,1,1,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,5,0,0
2011-11-07,LGA,17,5,83,1029,16,16,16,16,10,0.0,2,221,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,0,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,4,0,0
2011-11-08,LGA,19,7,72,1025,16,16,13,14,6,0.0,0,95,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,1,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,3,0,0
2011-11-09,LGA,18,9,100,1023,16,8,0,27,9,0.0,3,104,0,0,1,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,2,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,2,8,0
2011-11-10,LGA,18,11,100,1016,16,9,0,37,10,0.1,7,35,1,0,1,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,3,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,1,9,0
2011-11-11,LGA,9,-2,86,1016,16,16,16,48,28,0.25,4,292,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,4,0,1,0,1,1,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,0,0,0
2011-11-12,LGA,14,-3,54,1020,16,16,16,34,19,0.0,0,232,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,5,1,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,1,0,0
2011-11-13,LGA,15,3,71,1021,16,16,16,26,14,0.0,5,190,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,6,1,1,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,2,0,0
2011-11-14,LGA,21,7,72,1014,16,16,16,26,15,0.0,5,207,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,0,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,3,0,0
2011-11-15,LGA,18,10,67,1014,16,16,16,27,13,0.1,7,246,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,1,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,4,0,0
2011-11-16,LGA,15,12,93,1014,16,9,2,23,10,15.75,8,33,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,2,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,5,0,0
2011-11-17,LGA,12,0,83,1017,16,16,8,42,21,1.78,7,320,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,3,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,6,0,0
2011-11-18,LGA,8,-7,54,1031,16,16,16,35,20,0.0,1,270,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,4,0,1,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,6,0,0
2011-11-19,LGA,11,-3,77,1031,16,16,16,29,17,0.0,5,211,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,5,1,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,5,0,0
2011-11-20,LGA,18,7,80,1024,16,16,16,29,18,0.0,6,226,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,6,1,1,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,4,0,0
2011-11-21,LGA,15,2,89,1026,16,16,11,26,12,2.03,7,30,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,0,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,3,0,0
2011-11-22,LGA,11,6,93,1028,16,11,5,34,17,33.53,8,66,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,1,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,2,0,0
2011-11-23,LGA,13,6,96,1015,16,14,4,39,20,11.68,7,15,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,2,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,1,0,0
2011-11-24,LGA,13,-1,76,1022,16,16,16,27,15,0.0,3,298,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,3,0,0,0,1,1,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,0,0,0
2011-11-25,LGA,17,1,60,1022,16,16,16,24,15,0.0,3,237,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,4,0,1,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,1,0,0
2011-11-26,LGA,19,1,68,1023,16,16,16,16,6,0.0,5,216,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,5,1,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,2,0,0
2011-11-27,LGA,17,7,86,1022,16,16,16,24,10,0.0,5,190,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,6,1,1,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,3,0,0
2011-11-28,LGA,19,10,86,1021,16,16,16,24,13,0.0,6,190,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,0,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,4,0,0
2011-11-29,LGA,19,12,93,1018,16,12,2,42,20,7.37,8,142,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,1,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,5,0,0
2011-11-30,LGA,11,2,83,1014,16,16,16,45,24,0.0,6,247,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,2,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,6,0,0
2011-12-01,LGA,10,-4,62,1027,16,16,16,39,20,0.0,0,332,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,3,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,7,0,0
2011-12-02,LGA,11,-3,64,1033,16,16,16,39,14,0.0,3,280,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,4,0,1,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,8,0,0
2011-12-03,LGA,7,-2,65,1039,16,16,16,24,11,0.0,3,57,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,5,1,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,9,0,0
2011-12-04,LGA,12,4,86,1036,16,16,13,26,9,0.0,5,178,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,6,1,1,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,10,0,0
2011-12-05,LGA,13,9,100,1029,16,7,1,16,7,0.0,7,177,0,0,1,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,0,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,11,7,0
2011-12-06,LGA,16,13,93,1022,16,11,3,23,11,6.6,8,193,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,1,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,12,0,0
2011-12-07,LGA,16,9,93,1012,16,7,2,50,14,35.05,8,351,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,2,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,13,0,0
2011-12-08,LGA,7,-3,89,1027,16,15,6,60,30,5.08,4,297,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,3,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,14,0,0
2011-12-09,LGA,12,-1,66,1028,16,16,16,24,14,0.1,5,218,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,4,0,1,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,15,0,0
2011-12-10,LGA,9,-6,60,1033,16,16,16,34,20,0.0,4,322,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,5,1,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,15,0,0
2011-12-11,LGA,5,-10,53,1038,16,16,16,21,10,0.0,0,298,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,6,1,1,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,14,0,0
2011-12-12,LGA,7,-9,52,1037,16,16,16,16,7,0.0,5,225,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,0,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,13,0,0
2011-12-13,LGA,8,-6,62,1030,16,16,16,26,13,0.0,1,332,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,1,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,12,0,0
2011-12-14,LGA,9,0,70,1030,16,16,16,21,10,0.0,4,84,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,2,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,11,0,0
2011-12-15,LGA,16,6,77,1026,16,16,13,37,19,0.1,7,203,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,3,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,10,0,0
2011-12-16,LGA,15,-2,72,1021,16,16,16,56,24,0.0,6,310,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,4,0,1,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,9,0,0
2011-12-17,LGA,6,-6,64,1021,16,16,16,35,21,0.0,5,323,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,5,1,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,8,0,0
2011-12-18,LGA,-1,-12,60,1027,16,16,16,26,14,0.0,2,11,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,6,1,1,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,7,0,0
2011-12-19,LGA,8,-6,64,1026,16,16,16,39,16,0.0,5,214,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,0,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,6,0,0
2011-12-20,LGA,9,-1,79,1023,16,16,16,11,14,0.25,8,292,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,1,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,5,0,0
2011-12-21,LGA,16,8,89,1022,16,11,2,50,12,2.03,8,180,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,2,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,4,0,0
2011-12-22,LGA,14,4,71,1019,16,16,16,45,16,1.27,6,270,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,3,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,3,0,0
2011-12-23,LGA,9,2,93,1023,16,14,5,39,22,19.3,5,347,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,4,0,1,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,2,0,0
2011-12-24,LGA,3,-8,63,1032,16,16,16,32,15,0.0,2,5,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,5,1,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,1,0,0
2011-12-25,LGA,8,-4,65,1030,16,16,16,27,13,0.0,6,202,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,6,1,1,0,1,1,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,0,0,0
2011-12-26,LGA,7,-3,62,1026,16,16,16,45,23,0.1,2,303,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,0,0,0,0,1,1,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,0,0,0
2011-12-27,LGA,14,6,93,1023,16,11,2,60,22,29.72,7,181,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,1,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,1,0,0
2011-12-28,LGA,10,-4,71,1011,16,16,16,52,31,0.0,4,279,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,2,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,2,0,0
2011-12-29,LGA,3,-11,56,1018,16,16,16,47,20,0.0,4,269,1,0,0,0,0,0,40.77719879,-73.87259674,21.0,15059648,14614802,14706123,14762593,61619.55556,3,0,0,0,0,0,1,0,1,0,0,10.173530516694754,7.823404535565787,11.310172417386713,9.698485068484914,7.434576412491205,11.400049332589607,3,0,0
